Date	Species	Strain	logCFU	CFU
20201206	AA	AA.1	3.204119983	1600
20201206	AA	AA.1	3.204119983	1600
20201206	AA	AA.1	3.146128036	1400
20201206	AA	AA.1	3.079181246	1200
20201206	AA	AA.1	2.255272505	180
20201206	AA	AA.1	2	100
20200904	AA	AA.1	5.806179974	640000
20200904	AA	AA.1	5.255272505	180000
20200904	AA	AA.1	4.84509804	70000
20200904	AA	AA.1	4.84509804	70000
20200904	AA	AA.1	4.832508913	68000
20200904	AA	AA.1	4.806179974	64000
20200904	AA	AA.1	4.477121255	30000
20200904	AA	AA.1	4.414973348	26000
20200904	AA	AA.1	3.806179974	6400
20200904	AA	AA.1	3.204119983	1600
20200904	AA	AA.1	2.903089987	800
20210926	AA	AA.2	4.903089987	80000
20210926	AA	AA.2	4.84509804	70000
20210926	AA	AA.2	4.77815125	60000
20210926	AA	AA.2	4.681241237	48000
20210926	AA	AA.2	4.602059991	40000
20210926	AA	AA.2	4.380211242	24000
20210926	AA	AA.2	4.301029996	20000
20210926	AA	AA.2	4.204119983	16000
20210926	AA	AA.2	3.301029996	2000
20210926	AA	AA.2	3.255272505	1800
20210926	AA	AA.2	3	1000
20210926	AA	AA.2	2.255272505	180
20201206	AA	AA.2	5.008600172	102000
20201206	AA	AA.2	4.505149978	32000
20201206	AA	AA.2	4.505149978	32000
20201206	AA	AA.2	3.832508913	6800
20201206	AA	AA.2	3.73239376	5400
20201206	AA	AA.2	3.662757832	4600
20201206	AA	AA.2	3.531478917	3400
20201206	AA	AA.2	3.505149978	3200
20201206	AA	AA.2	3.477121255	3000
20201206	AA	AA.2	3.380211242	2400
20201206	AA	AA.2	3.301029996	2000
20201206	AA	AA.2	3.301029996	2000
20201206	AA	AA.2	3.079181246	1200
20201206	AA	AA.2	2.204119983	160
20201206	AA	AA.2	2.146128036	140
20200904	AA	AA.2	5.73239376	540000
20200904	AA	AA.2	5.477121255	300000
20200904	AA	AA.2	3.380211242	2400
20200904	AA	AA.2	3.301029996	2000
20200904	AA	AA.2	3.146128036	1400
20200904	AA	AA.2	3.079181246	1200
20200904	AA	AA.2	3	1000
20200904	AA	AA.2	2.77815125	600
20210926	AA	AA.3	4.880813592	76000
20210926	AA	AA.3	4.84509804	70000
20210926	AA	AA.3	4.832508913	68000
20210926	AA	AA.3	4.806179974	64000
20210926	AA	AA.3	4.342422681	22000
20210926	AA	AA.3	3.556302501	3600
20210926	AA	AA.3	3.204119983	1600
20210926	AA	AA.3	3.079181246	1200
20210926	AA	AA.3	2.556302501	360
20210926	AA	AA.3	2.477121255	300
20210926	AA	AA.3	2.477121255	300
20201206	AA	AA.3	4.681241237	48000
20201206	AA	AA.3	3.556302501	3600
20201206	AA	AA.3	3.447158031	2800
20201206	AA	AA.3	2.73239376	540
20201206	AA	AA.3	2.73239376	540
20201206	AA	AA.3	2.716003344	520
20201206	AA	AA.3	2.662757832	460
20201206	AA	AA.3	2.342422681	220
20201206	AA	AA.3	2	100
20200904	AA	AA.3	5.414973348	260000
20200904	AA	AA.3	5.255272505	180000
20200904	AA	AA.3	5.204119983	160000
20200904	AA	AA.3	4.681241237	48000
20200904	AA	AA.3	4.342422681	22000
20200904	AA	AA.3	3.477121255	3000
20200904	AA	AA.3	2.602059991	400
